name,cuisines,area,timing,full_address,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost
Chowman,"chinese, asian, thai, oriental","Indiranagar, Bangalore","11:45am – 5pm, 5:45pm – 11pm (Today)","201, Ground Floor Double Road, Indiranagar, Bangalore",1,1,1,0,4.1,180,3.9,2580,,,"Quality of Food, Tasty Appetizers, Filling Food, Chinese, Great Veg Options, Perfect Presentation",800
Udupi Krishna Grand,"south indian, north indian, street food, biryani, beverages, chinese, shake","Kalyan Nagar, Bangalore",7am – 9:30pm (Today),"220, 10th Main, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",1,1,1,1,3.4,10,3.9,1758,,,"Best Staff, Very Affordable, Nice Concept, Fresh Food, Good Quality",500
Orbis Restaurant,"mughlai, biryani, north indian, arabian, chinese, beverages, desserts","Indiranagar, Bangalore",11am – 12midnight (Today),"394, 13th Cross, 2nd Stage, Indiranagar, Bangalore",1,1,1,0,3.7,138,3.7,5764,,,"Ambience was Super Cool, Good Wifi, Food Presentation, Good Music, Elaborate Menu, Family Crowd",750
Sri Udupi Grand,"south indian, north indian, chinese, beverages, shake","Brigade Road, Bangalore",7am – 11pm (Today),"29, Castle Street, Ashok Nagar, Brigade Road, Bangalore",1,1,1,0,3.7,80,3.7,2390,,,,300
Ambur Dum Biriyani,"biryani, kebab","Indiranagar, Bangalore",12noon – 10pm (Today),"69, Appareddy Palya, Double Road, Indiranagar, Bangalore",1,1,1,0,3.1,24,3.2,49,,,,200
Donne Biriyani Mane,"biryani, south indian, chinese, north indian","CV Raman Nagar, Bangalore",11am – 11pm (Today),"PR Building, Nagavara Palya Main Road, CV Raman Nagar, Bangalore",1,1,1,0,3.0,28,3.5,418,,,"Timely Service, Prices, Quality, Food",400
ibaco,desserts,"Indiranagar, Bangalore",10am – 11pm (Today),"844, Binnamangala, 1st Stage, Near B.D.A Complex, Double Road, Indiranagar, Bangalore",1,1,1,1,4.1,306,4.4,559,natural flavored ice creams,,"Concept, Nice Place, Price, Good Place, Quality, Ambience",250
Sangam Sweets,"mithai, street food, fast food","Koramangala 3rd Block, Bangalore",9am – 9pm (Today),"44, BDA Complex, Koramangala 3rd Block, Bangalore",1,1,1,1,3.5,72,4.2,1070,"Variety of sweets, especially Gujarati sweets.",,,250
Juice Junction,"juices, beverages, sandwich, fast food, shake, rolls, healthy food, street food","St. Marks Road, Bangalore",10am – 10pm (Today),"22, Opposite State Bank Of India, St. Marks Road, Bangalore",1,1,1,1,3.9,121,4.0,753,,,"Nice Place, Good Place, Quality, Menu, Value for Money, Food",250
Keventers - Milkshakes & Desserts,"beverages, desserts, ice cream, shake","Garuda Mall, Magrath Road, Bangalore",10am – 11pm (Today),"Shop 1, Third Floor, Garuda Mall, Commissariat Road- Magrath Road Junction, Near Brigade Road, Bangalore",1,1,1,1,3.3,19,3.9,575,,,,200
Sangam Mess,"south indian, biryani, north indian, chinese, seafood, beverages","Kammanahalli, Bangalore",7:30am – 11pm (Today),"7, 3rd Cross, Chinnappa Layout, Kammanahalli, Bangalore",1,1,1,0,4.2,340,4.2,3483,,"Beef Roast, Kerala Parotta, Appam, Prawns, Biryani","Value for Money Place, Family Environment, Hearty Breakfasts, Ample Seating Area, Authenticity, Meals",300
Shahi Family Restaurant,"north indian, chinese, south indian, biryani","Ulsoor, Bangalore",9am – 1am (Today),"12/1, Swami Vivekananda Road, Jayaraj Nagar, Ulsoor, Bangalore",1,1,1,0,3.7,417,3.6,12200,,"Aloo Paratha, Kabab, Pasta, Pizza","Chirpy Crowd, Elegantly Decorated, Customizations Available, Good Portions, Great Recommendations, Mouth Watering Food",450
AB's - Absolute Barbecues,"north indian, mangalorean, bbq, street food, desserts, salad, beverages","Marathahalli, Bangalore",10:30am – 11pm (Today),"90/4, Outer Ring Road, Marathahalli, Bangalore",1,1,1,0,4.7,14900,3.4,516,serving varieties of meat,"Mirchi Halwa, Butterscotch Pudding, American Cheesy Potatoes, Malabar Prawn Curry, Pineapple Grill, Shrimp Curry","Courteous Waiters, Everything was very Good, Live Grill, Polite Behaviour, Complimentary Drinks, Excellent Variety",1200
Odia Dine,"north indian, odia","Old Airport Road, Bangalore",Opens at 7pm,"7, 1st Main Road, K R Garden, Murgeshpalya, Old Airport Road, Bangalore",1,1,1,0,3.9,147,4.1,6584,,,"Best Food, Mouth Watering Food, Nice Food, Price, Staff",300
Motis Kitchen,"south indian, kerala, chinese, seafood, chettinad, north indian","Thippasandra, Bangalore",8am – 11pm (Today),"3, 9th Main, Seethappa, Thippasandra, Bangalore",1,1,1,0,4.2,497,4.1,25200,,"Pazham Pori, Kerala Meal, Porotta, Fish Fry, Tea","Prompt Service, Reasonable Price, Good Taste, Best Place, Great Food, Delicious Food",350
New Tandoor,"north indian, chinese, mughlai, rolls, biryani, seafood","CV Raman Nagar, Bangalore",11:30am – 10:30pm (Today),"21, Opposite Syndicate Bank, Kaggadasapura Main Road, CV Raman Nagar, Bangalore",1,1,1,0,3.6,272,3.8,6169,,,"Spicy, Good Taste, Food Quality, Good Food, Staff, Ambience",600
Taj Hotel,"mughlai, chinese, south indian, north indian","Shivajinagar, Bangalore",9am – 1am (Today),"383, Jumma Masjid Road, OPH Road, Shivajinagar, Bangalore",1,1,1,0,3.5,168,4.0,1084,,"Mutton Haleem, Mutton Sheek Kabab, Chicken Kabab, Kababs, Mutton Biryani","Casual Seating Area, Great Recommendations, Low Price, Prices, Menu, Good Food",500
New Punjabi Hotel,"north indian, chinese","Indiranagar, Bangalore",Opens at 7pm,"3039/A, 9th Cross, HAL 2nd Stage, Off 80 Feet Road, Indiranagar, Bangalore",1,1,1,0,3.6,167,3.9,3478,,,,400
Kailash Parbat,"chinese, north indian, street food, fast food, desserts, beverages","Indiranagar, Bangalore",11am – 11pm (Today),"30, Ground Floor, 80 feet Road, HAL 2nd Stage, Indiranagar, Bangalore",1,1,1,0,3.3,76,3.8,338,,,"Great Place for Family, Awesome Spot to Hangout, Best in Service, Comforting Atmosphere, Cheap and Affordable, Excellent Location",1100
Hotel Navayuga,"andhra, biryani","Majestic, Bangalore","11:30am – 4pm, 6:30pm – 10pm (Today)","1, Anupama Theater Complex, SC Road, Gandhi Nagar, Majestic, Bangalore",1,1,1,0,4.2,278,4.3,2110,,,"Family Place, Cleanliness, Best Place, Spicy, Price, Ambiance",300
Siddique Kabab Centre,"mughlai, chinese, north indian, rolls","Frazer Town, Bangalore",12noon – 1:30am (Today),"St Johns Church Road, Near Coles Park, Frazer Town, Bangalore",1,1,1,0,4.0,548,4.0,8788,Authentic nawabi style kababs.,"Nizam Roll, Seekh Roll, Chicken Shawarama, Kababs, Beef, Rolls","Tandoori, Parking, Best Places, Tasty, Good Taste, Worth the Money",400
Moriz Nano Restaurant,"north indian, chinese, arabian, mughlai, fast food, beverages, shake","Ulsoor, Bangalore",11:30am – 1am (Today),"38/5, Meanee Avenue, Tank Road, Ulsoor, Bangalore",1,1,1,0,3.2,216,3.3,1171,,,"Good Place, Ambiance, Good Food, Price, Staff, Service",700
Biryani Day,"north indian, chinese, biryani","Marathahalli, Bangalore",11:30am – 3am (Today),"389/2, 7th Cross, Jayammamuni Reddy Building, Tulsi Theatre Road, Marathahalli, Bangalore",1,1,1,0,3.9,440,4.0,34400,,"Briyani, Spicy Food, Curry, Rice, Starters","Good Delivery, Nice Taste, Good Quantity, Good Taste, Spicy, Timely Service",700
Five Star Chicken & Koli Hut,"fast food, kebab, chettinad","CV Raman Nagar, Bangalore",11am – 10:30pm (Today),"Shop 3, Site 42-43, Ground Floor, 5th Main, 5th Cross, Sudduguntepalya, CV Raman Nagar, Bangalore",1,1,1,0,3.5,2,4.2,195,,,,300
Just Bake,"bakery, desserts, fast food","Marathahalli, Bangalore",11am – 11pm (Today),"Shop 19-20, RJ Garden, Outer Ring Road, Marathahalli, Bangalore",1,1,1,0,3.0,79,3.8,106,,,,350
Zaatar,"bbq, arabian, salad, chinese, north indian, mughlai, desserts, beverages","Old Madras Road, Bangalore",12noon – 10pm (Today),"1, 2 & 3, HLK 158-159/125-1 & 2, KATHA 215, Mereside Heights Nagavarapalya Village, Benniganahalli Dhakale, K R Puram Hobli, Old Madras Road, Bangalore",1,1,1,0,4.1,677,4.0,10400,,"Arabic Cuisine, Bbq Chicken, Barbeque, Shawarma, Tandoori Chicken, Platter","Themed Decor, Comfortable Seating Area, Parking Space, Family Crowd, Good Quantity, Food Taste",1000
Malabar Hotel,"kerala, chinese, north indian","Kaggadasapura, Bangalore",7am – 11pm (Today),"5th Cross, Vignana Nagar, Kaggadasapura Main Road, Kaggadasapura, Bangalore",1,1,1,0,3.8,53,3.9,1596,,,,350
Tawakkal Mubarak Hotel,"mughlai, biryani","Old Airport Road, Bangalore",11am – 1am (Today),"Gujari Line, Near Jumia Masjid, HAL Post, Old Airport Road, Bangalore",1,1,1,0,3.0,10,3.8,1197,,,,350
Aubree,"fast food, italian, thai","MG Road, Bangalore",9am – 11pm (Today),"Ramanashree Arcade, Old Kids Kemp Building, 18, Craig Park Layout, Ashok Nagar, MG Road, Bangalore",1,1,1,0,3.4,27,4.3,371,,,"Customizable Food, Fresh Food, Good Quality, Value for Money, Packaging, Taste",900
The Pizza Bakery - Brew & Eatery,"pizza, pasta, italian, continental, fast food, salad, desserts, beverages","Indiranagar, Bangalore",11:30am – 11:30pm (Today),"2985, 12th Main, HAL 2nd Stage, Indiranagar, Bangalore",1,1,1,0,4.6,2547,4.2,3125,,"Corn Ravioli, Signature Garlic Bread, Spaghetti Arrabiata, Traditional Tiramisu, Key Lime Pie, Veggie Delight","Ambience is Beautiful, Perfect Setting, Rooftop Seating, Great Vibe, Rooftop Ambience, Beautiful Decor",800
Nando's,"fast food, burger, portuguese","Indiranagar, Bangalore",11:30am – 9pm (Today),"1088, 12th Main, HAL 2nd Stage, Off 100 Feet Road, Indiranagar, Bangalore",1,1,1,0,4.5,3977,4.2,3077,,"Pulled Chicken Bun, Peri Peri Drizzle, Espetada Carnival, Peri Peri Chicken Platter, Yoghurt Dip, Peri Peri Potato Wedge","Great Service Good Food, Calm Ambience, Excellent Services, Great Host, Family Place, Good Options",800
Bhartiya Jalpan,"north indian, street food, desserts, beverages","Indiranagar, Bangalore",9am – 10:30pm (Today),"1138, 13th Main Corner, 100 Feet Road, Indiranagar, Bangalore",1,1,1,1,4.1,1623,4.0,6037,,"Katori Chaat, Paneer Jalebi, Matar Kachori, Club Kachori, Hot Badam Milk, Chaai","Good Food and Good Service, Gastronomical Experience, Ample Seating Area, Great Location, Prime Location, Fancy Crowd",350
Mainland China,"chinese, asian, seafood, beverages","Church Street, Bangalore","12:30pm – 3:30pm, 6:30pm – 11pm (Today)","14, 1st Floor, Church Street, Bangalore",1,1,1,0,4.4,2134,4.4,703,authentic Chinese delicacies,"Kaffir Lime Mojito, Baby Corn Mushroom, Hunan Tofu, Prawn Sushi, Mango Pudding, Strawberry Margarita","Service and Quality of Food, Professional Staff, Gastronomical Experience, Excellent Hospitality, Chinese, New Menu",1800
Hyderabad Chefs,"andhra, north indian, chinese, biryani","KBR Mall, Marathahalli, Bangalore",Opens at 7pm,"88, Floor 3, KBR Mall, Above More Mega Store, Outer Ring Road, Marathahalli, Bangalore",1,1,1,0,4.2,791,3.9,7210,,"Chicken Chips, Paneer Chatpata, Bamboo Chicken, Paneer Biryani, Chicken 65, Spicy Food","Service and Quality of Food, Good for Large Groups, Fancy Crowd, Food Quantity, Fast Service, Decent Place",650
Toscano,"italian, pizza, salad, continental, desserts, beverages","Church Street, Bangalore",11am – 11pm (Today),"Museum Road, The Museum SY - 1, Church Street, Bangalore",1,1,1,0,2.9,7,4.0,34,,,,1200
Tomba Kitchens,"naga, chinese, beverages","Ejipura, Bangalore",12noon – 10:30pm (Today),"28/1, 29/2, Vivek Nagar, Main Road, Ejipura, Bangalore",1,1,1,0,3.9,78,4.4,931,,,"Customizable Food, Fresh Food, Good Quality, Value for Money, Packaging",300
NH8,"rajasthani, north indian","Indiranagar, Bangalore",Opens at 7pm,"710, 3rd Floor, 80 Feet Road, Near New Bata Showroom, Indiranagar, Bangalore",1,1,1,0,4.3,3015,3.5,1988,Rajasthani combos and thalis,"Fruit Rabri, Palak Roti, Gujarati Kadhi, Sweet Kachori, Rajasthani Thaali, Gatta Masala","Colorful Ambience, Cordial Staff, Amazing Vibe, Service is Great and Fast, Awesome Staff, Good for Large Groups",800
Chichaba's Taj,"north indian, chinese, desserts","Frazer Town, Bangalore",11:30am – 11:30pm (Today),"50, MM Road, Frazer Town, Bangalore",1,1,1,0,4.0,536,4.0,3492,,"Bheja Masala, Chicken Boneless Kebab, Bheja Fry, Mutton Seekh, Brain Fry, Seekh Kabab","Great Value, Atmosphere, Family Crowd, Affordable Prices, Owner, Tasty",800
Restaurant Chef Pillai,"south indian, seafood, biryani","Whitefield, Bangalore",11:30am – 10:45pm (Today),"E 1/94, Opposite Phoenix Market, Whitefield Main Road, Mahadevapura Layout, RHB Colony, ITPL Main Road, Whitefield, Bangalore",1,1,1,0,3.6,34,4.1,302,,,"Quality of Food, Hygienic, Family Place, Flavour, Hospitality, Good Service",800
Venus Biryani,"biryani, chettinad","Domlur, Bangalore",,"B/764, 3rd Cross, 2nd Stage, 4th Phase,  Domlur, Bangalore",1,1,1,0,2.9,147,4.0,9316,,,,300
Suchithra Biryani House,"biryani, andhra, north indian, chinese, mughlai","Old Airport Road, Bangalore",Opens at 7pm,"121, ATR Complex, Murugeshpalya, Opposite ISRO, Old Airport Road, Bangalore",1,1,1,0,3.9,357,4.1,2426,,,"Meals, Portions, Good Taste, Packaging, Great Place, Price",800
Cafe Coffee Day,"coffee, fast food, desserts, beverages","Indiranagar, Bangalore",8:15am – 3am (Today),"64, Ground Floor, MSK Plaza, 100 Feet Road, Indiranagar, Bangalore",1,1,1,0,3.1,83,3.9,738,,,,600
Burnout Cafe,"fast food, continental, beverages, desserts","Infantry Road, Bangalore",11am – 12midnight (Today),"39/40, 3rd & 4th Floor, MS Towers, Lady Curzon Road, Infantry Road, Bangalore",1,1,1,0,3.9,262,3.6,70,,,"Nice Place to Hangout, Great Food Great Service, Sheesha, Variety of Pizza, Good Wifi, Weekend Brunch",700
Apsara Ice Creams,"ice cream, desserts","Indiranagar, Bangalore",12noon – 11:30pm (Today),"100/1B, 10th Cross, 2nd Main, Indiranagar, Bangalore",1,1,1,0,4.3,265,4.5,497,,"Guava Ice Cream, Belgian Chocolate, Kulfi, Icecream","Totally Worth it, Pocket Friendly, Owner, Prices, Experience, Quality",400
WOW! China,"chinese, rolls, desserts, shake","Church Street, Bangalore",10am – 9pm (Today),"28/4, G-005, Ground Floor, City Center, Church Street, Bangalore",1,1,1,0,3.8,23,3.5,512,,,"Elaborate Menu, Timely Service, Fresh Food, Great Portions, Good Quality, Packaging",600
Sendhoor Coffee,"beverages, street food","Jeevan Bhima Nagar, Bangalore",7am – 10pm (Today),"1672, 9th Main, 4th Cross, Hal 3rd Stage, Jeevan Bhima Nagar, Bangalore",1,1,0,0,4.1,0,3.7,187,,,,200
Sri Venkateshwara Sweetmeat Stall,"mithai, street food, fast food, north indian","Majestic, Bangalore",8:30am – 8pm (Today),"181, Balepet, Chikkapete, B.B.M.P, Majestic, Bangalore",1,1,1,1,4.0,99,4.4,428,,,,400
KC Das - Sweet Bite,"mithai, street food","Frazer Town, Bangalore",10:55am – 11:30pm (Today),"3-D, Wheeler Road, Frazer Town, Bangalore",1,1,1,1,3.6,35,4.3,341,,,,300
Chung Wah,"chinese, thai, vietnamese","Residency Road, Bangalore",12noon – 10:30pm (Today),"45/1, Leo Complex, Residency Cross Road, Residency Road, Bangalore",1,1,1,0,4.0,350,4.1,3853,,"Fried Prawns, Spring Rolls, Hakka Noodles, Pork, Soups, Chinese Food","Decor, Main Course, Hospitality, Portion, Great Food, Ambiance",800
Srinidhi Veg Food Court,"south indian, north indian, chinese, fast food, street food, desserts, beverages","Kalyan Nagar, Bangalore",7am – 10:30pm (Today),"80 Feet Road, 7th Main, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",1,1,1,1,3.8,127,4.0,4398,,"Masala Dosa, Sambhar, Filter Coffee, Vada","Prices, Good Place, Menu, Food, Ambience",300
Sri Srinivas Pork Hotel,fast food,"Ejipura, Bangalore",11am – 11pm (Today),"147, Ejipura Road, Near Green Vine Hospital, Ejipura, Bangalore",1,1,1,0,3.5,39,3.5,1892,,,,200
Sri Banashankari Donne Biriyani,"biryani, south indian, seafood","Banaswadi, Bangalore",10:30am – 10pm (Today),"1197, 10th Main Road, 2nd Cross, Banaswadi Main Road, Banaswadi, Bangalore",1,1,1,0,3.6,82,3.6,6387,,,,300
Hamza Hotel,"north indian, chinese, mughlai, biryani","Shivajinagar, Bangalore",7am – 1am (Today),"19, HKP Broadway Road, Shivajinagar, Bangalore",1,1,1,0,3.9,306,4.1,2613,,"Mutton Paya, Mutton Brain, Ghee Rice, Kebabs","Good Quantity, Good Taste, Best Place, Packaging, Prices, Good Food",650
Juicy,"beverages, juices, desserts, sandwich, fast food, shake","Old Airport Road, Bangalore",9am – 11:15pm (Today),"326, Church Street, Murgesh Palya, Old Airport Road, Bangalore",1,1,0,0,4.0,140,4.1,6654,,"Egg Sandwich, Juices, Shakes, Salad","Price, Menu, Quality, Staff, Service",400
Third Wave Coffee,"fast food, beverages","Indiranagar, Bangalore",8am – 3am (Today),"12th Main Road, HAL, 2nd Stage, Appareddipalya, Indiranagar, Bangalore",1,1,1,0,4.1,378,4.1,619,,"Chicken Salad, Mocha, Latte, Cheesecake, Sandwich, Drink","Love the Food Love the Service, Awesome Staff, Ambience was Super Cool, Good Wifi, Outdoor Seating, Customer Service",400
Srinidhi Sagar,"south indian, north indian, chinese, street food, shake","Old Airport Road, Bangalore",7am – 11pm (Today),"4, 19th Main Road, 6th Cross, Kodihalli, Old Airport Road, Bangalore",1,1,1,1,3.8,202,3.8,4848,,,,300
Saapaad,"south indian, biryani, beverages","Koramangala 6th Block, Bangalore",7am – 10:30pm (Today),"508, 6th Cross Road, Koramangala 6th Block, Bangalore",1,1,1,0,4.1,346,3.6,4269,,"Mutton Kolambu, Ragi Masala Dosa, Kali Dosa, Dosa Combo, Paniyaram, Chicken Pepper Fry","Must Try Place, Reasonable Prices, Good Packaging, Spill Proof Packaging, Hygiene, Contactless Delivery",350
Gramin,"north indian, healthy food, beverages, shake","Koramangala 7th Block, Bangalore",12noon – 11pm (Today),"Ground Floor, Raheja Arcade, Koramangala 7th Block, Bangalore",1,1,1,1,4.3,3655,4.2,5426,Pocket friendly vegetarian restaurant.,"Bhindi Anardana, Bhindi Rajasthani, Karari Bhindi, Nimbu Shikanji, Masala Butter Milk, Rose Lassi","Village Theme, Efficient Staff, Pure Veg, Pocket Friendly Restaurant, Cozy Ambience, Themed Decor",1000
Karama Restaurant,"arabian, mughlai, seafood, north indian, biryani, shake","Frazer Town, Bangalore",11am – 2:30am (Today),"55, Mosque Road, Frazer Town, Bangalore",1,1,1,0,4.2,4094,3.8,14500,,"Karachi Chicken Curry, Karachi Naan, Dabba Gosht, Fruit Cocktail, Gosht Nihari, Nalli Gosht","Family Favorite, Nice Food Quality, Good Services with Good People, Good Staffs, Prompt Staff, Gastronomical Experience",750
Hyderabadi Biryani Utsav,"biryani, hyderabadi, north indian, chinese","Old Madras Road, Bangalore","11:30am – 4pm, 6:30pm – 11pm (Today)","First Floor, Pai Layout, Tin Factory, Old Madras Road, Bangalore",1,1,1,0,3.8,234,4.0,3249,,,,500
Sreeraj Lassi Bar,"beverages, shake, ice cream, desserts","Commercial Street, Bangalore",11:30am – 11:30pm (Today),"30, K Kamaraj Road, Near Commercial Street, Commercial Street, Bangalore",1,1,1,1,3.8,176,4.2,589,,"Kesar Badam Kulfi, Falooda, Kulfi, Lassi, Milkshake, Drink",,300
New Taj Darbar,"north indian, chinese, mughlai","Shivajinagar, Bangalore",7am – 5am (Today),"32, Saint Mary's Church Road, Opposite Russell Market, Shivajinagar, Bangalore",1,1,1,0,2.5,26,3.6,3452,,,"Delicious Taste, Perfect Presentation, Good Taste, Food Quality",300
The Filter Coffee,"south indian, coffee","Kalyan Nagar, Bangalore",7am – 10pm (Today),"HRBR Layout, 7th Main Road, Kalyan Nagar, Bangalore",1,1,1,0,4.3,899,4.2,5897,,"Ghee Podi Dosa, Filtered Coffee, Kesari Bath, Chutneys, Sambar","Breakfast Joint, Live Kitchen, Economical, Unique Experience, Good Crowd, Prompt Service",300
Taste Of Tibet,"chinese, street food, momos","Brigade Road, Bangalore",12noon – 9:30pm (Today),"5, Rest House Road, Indo Dubai Plaza, 2nd Floor, Brigade Road, Bangalore",1,1,1,0,4.0,417,4.2,1817,,"Chicken Shaptra, Authentic Tibetan Food, Tingmo, Chowmein, Chicken Momos, Momo","Authenticity, Prompt Service, Cozy Place, Best Places, Quick Service, Owner",400
Calcutta Victoria Chat House,"north indian, street food, desserts, beverages","Jeevan Bhima Nagar, Bangalore",9am – 10pm (Today),"House 18, 10 Main Road, HAL 3 Stage, Jeevan Bhima Nagar, Bangalore",1,1,0,0,3.1,281,3.6,2719,,"Paneer Pav Bhaji, Samosa Pav, Kullad Chai, Jalebi, Chaat, Lassi","Street Food, Prompt Service, Polite Staff, Perfect Presentation, Preparation, Proper Packaging",200
